"accident_number","date_and_time","number_of_motor_vehicles","number_of_injuries","number_of_fatalities","property_damage","hit_and_run","reporting_officer","collision_type","collision_type_description","weather","weather_description","illuaccidemination","illumination_description","harmfulcodes","harmfuldescriptions","street_address","city","state","zip","rpa","precinct","lat","long","mapped_location"
"20200629280","2020-10-03T10:38:00.000","2","0","0",,"false","267793","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","4TH AVE S & SYMPHONY PL","NASHVILLE","TN","37201","4093","CENTRA","36.1599","-86.7765","POINT (-86.7765 36.1599)"
"20200629252","2020-10-03T10:51:00.000","2","0","0",,"false","799013","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & BELL RD","ANTIOCH","TN","37013","8865","SOUTH","36.072","-86.636","POINT (-86.636 36.072)"
"20200629225","2020-10-03T10:05:00.000","2","0","0",,"false","384398","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 207 7 I 40","NASHVILLE","TN","37208","54021","NORTH","36.1729","-86.8012","POINT (-86.8012 36.1729)"
"20200629212","2020-10-03T10:08:00.000","2","0","0",,"false","212318","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & GRANNY WHITE PKE","NASHVILLE","TN","37220","7111","MIDTOW","36.04","-86.8156","POINT (-86.8156 36.04)"
"20200629027","2020-10-03T07:20:00.000","1","1","0",,"false","262757","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","30","UTILITY POLE","WOODMONT BLVD & BOWLING AV","NASHVILLE","TN","37215","6105","WEST","36.1154","-86.8258","POINT (-86.8258 36.1154)"
"20200629006","2020-10-03T06:57:00.000","1","1","0","true","false","384435","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","5","FOG","4","DAWN","34;63;64","DITCH;Ran Off Road-Right;Ran Off Road-Left","RIVER ROAD PKE & CUB CREEK RD","NASHVILLE","TN","37209","4707","WEST","36.1925","-86.9623","POINT (-86.9623 36.1925)"
"20200628948","2020-10-03T05:32:00.000","2","0","0",,"false","405424","11","Front to Rear",,,"3","DARK - LIGHTED","12;14","MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","I40 W EXT RAMP & I 40","NASHVILLE","TN","37203","4119","CENTRA","36.1574","-86.79","POINT (-86.79 36.1574)"
"20200628919","2020-10-03T05:03:00.000","2","0","0",,"true","352199","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","RANSOM PL & MURFREESBORO PKE","NASHVILLE","TN","37217","8853","SOUTH","36.0694","-86.6409","POINT (-86.6409 36.0694)"
"20200628855","2020-10-03T01:53:00.000","2","0","0","true","false","169414","11","Front to Rear",,,"3","DARK - LIGHTED","14","PARKED MOTOR VEHICLE","ASHEFORD TRC & ASHEFORD CT","ANTIOCH","TN","37013","8867","SOUTH","36.0426","-86.6247","POINT (-86.6247 36.0426)"
"20200628854","2020-10-03T02:01:00.000","2","0","0",,"true","4001452","11","Front to Rear",,,"3","DARK - LIGHTED","14","PARKED MOTOR VEHICLE","OWENDALE DR & KINWOOD DR","ANTIOCH","TN","37013","8979","SOUTH","36.0686","-86.6237","POINT (-86.6237 36.0686)"
"20200628824","2020-10-03T03:10:00.000","2","0","0",,"false","384451","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","8TH AVS & DEMONBREUN ST","NASHVILLE","TN","37203","4041","CENTRA","36.1569","-86.7808","POINT (-86.7808 36.1569)"
"20200628699","2020-10-03T00:00:00.000","1","0","0","true","true","299269","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","2","DARK - NOT LIGHTED","24;64","GUARDRAIL FACE;Ran Off Road-Left","MM 86 5 I 65","NASHVILLE","TN","37207","3006","NORTH","36.1946","-86.7762","POINT (-86.7762 36.1946)"
"20200628612","2020-10-02T23:40:00.000","2","0","0",,"true","384439","9","UNKNOWN","21","CLEAR","3","DARK - LIGHTED","12;14","MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","BENZING RD & TUSCULUM RD","ANTIOCH","TN","37013","8713","SOUTH","36.0527","-86.6826","POINT (-86.6826 36.0527)"
"20200628515","2020-10-02T23:32:00.000","1","0","0",,"true","384392","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","1;39;63","WALL;Ran Off Road-Right","MM 203 6 I 40","NASHVILLE","TN","37209","46020","WEST","36.1512","-86.8632","POINT (-86.8632 36.1512)"
"20200628345","2020-10-02T20:29:00.000","2","0","0",,"true","330431","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","DONELSON PKE & SHACKLETT DR","NASHVILLE","TN","37214","9411","HERMIT","36.1449","-86.6667","POINT (-86.6667 36.1449)"
"20200628330","2020-10-02T18:17:00.000","2","0","0",,"false","4001143","4","ANGLE",,,"2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & ANTHONY ST","OLD HICKORY","TN","37138","9711","HERMIT","36.2446","-86.6319","POINT (-86.6319 36.2446)"
"20200628242","2020-10-02T19:43:00.000","1","0","0","true","true","384407","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","2","DARK - NOT LIGHTED","31;63;64","OTHER POST, POLE, SUPP.;Ran Off Road-Right;Ran Off Road-Left","WESTBORO DR & PATTON AV","NASHVILLE","TN","37209","4681","WEST","36.1497","-86.8738","POINT (-86.8738 36.1497)"
"20200628224","2020-10-02T19:44:00.000","2","1","0",,"false","311339","11","Front to Rear",,,"1","DAYLIGHT","12;34","MOTOR VEHICLE IN TRANSPORT;DITCH","LEBANON PKE & HERMITAGE RD","OLD HICKORY","TN","37138","9739","HERMIT","36.2003","-86.6186","POINT (-86.6186 36.2003)"
"20200628199","2020-10-02T19:26:00.000","1","0","0","true","false","409154","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","30","UTILITY POLE","GALLATIN AV & CHICAMAUGA AV","NASHVILLE","TN","37206","1301","EAST","36.1843","-86.7482","POINT (-86.7482 36.1843)"
"20200628196","2020-10-02T19:11:00.000","2","0","0",,"false","725756","5","SIDESWIPE - SAME DIRECTION",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & AMBERWOOD CIR","NASHVILLE","TN","37205","4903","WEST","36.085","-86.9207","POINT (-86.9207 36.085)"
"20200628192","2020-10-02T19:20:00.000","3","1","0",,"true","384436","11","Front to Rear","21","CLEAR","2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","HAMILTON CHURCH RD & STATE HWY 171","ANTIOCH","TN","37013","8905","SOUTH","36.0582","-86.597","POINT (-86.597 36.0582)"
"20200628149","2020-10-02T18:20:00.000","2","0","0",,"false","384438","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","12TH AVE S & PINE ST","NASHVILLE","TN","37203","4015","CENTRA","36.1526","-86.7849","POINT (-86.7849 36.1526)"
"20200628144","2020-10-02T18:35:00.000","2","0","0",,"false","352179","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","EDGEHILL AV & 17TH AVS","NASHVILLE","TN","37212","6627","MIDTOW","36.1435","-86.7944","POINT (-86.7944 36.1435)"
"20200628139","2020-10-02T15:30:00.000","2","0","0",,"true","337277","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE & BONNABROOK DR","HERMITAGE","TN","37076","9531","HERMIT","36.1917","-86.6248","POINT (-86.6248 36.1917)"
"20200628133","2020-10-02T18:15:00.000","2","0","0",,"false","256427","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & EDMONDSON PKE","NASHVILLE","TN","37220","8615","MIDTOW","36.04","-86.7435","POINT (-86.7435 36.04)"
"20200628099","2020-10-02T00:00:00.000","2","1","0",,"false","409155","2","HEAD-ON",,,"5","DUSK","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & LAKESHORE DR","OLD HICKORY","TN","37138","9607","HERMIT","36.2387","-86.6299","POINT (-86.6299 36.2387)"
"20200628069","2020-10-02T17:50:00.000","3","1","0",,"false","384436","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","W OAK HIGHLAND DR & BLUE HOLE RD","ANTIOCH","TN","37013","8755","SOUTH","36.0352","-86.676","POINT (-86.676 36.0352)"
"20200628054","2020-10-02T17:36:00.000","2","2","0",,"false","409214","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LAWNDALE DR & EAST THOMPSON LN","NASHVILLE","TN","37211","8803","SOUTH","36.1223","-86.7176","POINT (-86.7176 36.1223)"
"20200628043","2020-10-02T17:23:00.000","2","1","0",,"false","298867","16","Rear to Side",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","W EASTLAND AV & LAURENT ST","NASHVILLE","TN","37206","1937","EAST","36.1841","-86.7525","POINT (-86.7525 36.1841)"
"20200628041","2020-10-02T17:10:00.000","3","0","0",,"true","384402","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","14;55","PARKED MOTOR VEHICLE;Motor Vehicle-In-Motion Outside Trafficw","N 5TH ST & RICHARDSON AV","NASHVILLE","TN","37207","1907","EAST","36.1924","-86.7621","POINT (-86.7621 36.1924)"
"20200628029","2020-10-02T17:23:00.000","2","0","0",,"false","311344","4","ANGLE",,,"1","DAYLIGHT","12;36","MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER","MM 220 2 I 40","HERMITAGE","TN","37076","94021","HERMIT","36.1665","-86.6122","POINT (-86.6122 36.1665)"
"20200628015","2020-10-02T17:16:00.000","2","0","0",,"false","320603","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BELL RD & CEDAR POINTE PKWY","ANTIOCH","TN","37013","8753","SOUTH","36.0449","-86.6671","POINT (-86.6671 36.0449)"
"20200627979","2020-10-02T16:14:00.000","2","0","0",,"true","409210","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 205 8 I 40","NASHVILLE","TN","37209","52042","WEST","36.1565","-86.8248","POINT (-86.8248 36.1565)"
"20200627953","2020-10-02T16:36:00.000","2","1","0",,"true","544482","4","ANGLE","21","CLEAR","1","DAYLIGHT","12;30","MOTOR VEHICLE IN TRANSPORT;UTILITY POLE","4TH AVE S & PEABODY ST","NASHVILLE","TN","37210","4035","CENTRA","36.156","-86.7739","POINT (-86.7739 36.156)"
"20200627939","2020-10-02T16:15:00.000","2","0","0",,"false","409214","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 51 1 I 24","NASHVILLE","TN","37210","81020","SOUTH","36.1315","-86.7272","POINT (-86.7272 36.1315)"
"20200627927","2020-10-02T16:09:00.000","3","0","0",,"true","352172","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & RIVER RD","NASHVILLE","TN","37209","4703","WEST","36.1288","-86.9064","POINT (-86.9064 36.1288)"
"20200627905","2020-10-02T16:00:00.000","2","0","0",,"false","298867","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MAIN ST & MCFERRIN AV","NASHVILLE","TN","37206","1131","EAST","36.1763","-86.7564","POINT (-86.7564 36.1763)"
"20200627894","2020-10-02T15:53:00.000","2","0","0",,"false","409210","98","OTHER",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","4TH AVN & MADISON ST","NASHVILLE","TN","37208","4309","NORTH","36.1758","-86.7868","POINT (-86.7868 36.1758)"
"20200627883","2020-10-02T15:40:00.000","3","0","0",,"false","352207","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 49 3 I 24","NASHVILLE","TN","37206","10040","EAST","36.1629","-86.7614","POINT (-86.7614 36.1629)"
"20200627874","2020-10-02T15:42:00.000","2","0","0",,"false","330431","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ARLINGTON AV & MURFREESBORO PKE","NASHVILLE","TN","37210","8219","HERMIT","36.1395","-86.7327","POINT (-86.7327 36.1395)"
"20200627873","2020-10-02T15:40:00.000","2","0","0",,"false","409207","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MYATT DR & RIVERGATE STATION PVTDR","MADISON","TN","37115","1721","MADISO","36.2963","-86.6987","POINT (-86.6987 36.2963)"
"20200627860","2020-10-02T15:15:00.000","2","0","0",,"false","330419","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","SHUTE LN & SAUNDERSVILLE RD","OLD HICKORY","TN","37138","9717","HERMIT","36.2267","-86.6032","POINT (-86.6032 36.2267)"
"20200627858","2020-10-02T15:18:00.000","2","0","0",,"false","320601","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 211 7 I 40","NASHVILLE","TN","37210","82042","HERMIT","36.1499","-86.7483","POINT (-86.7483 36.1499)"
"20200627855","2020-10-02T15:31:00.000","3","1","0",,"false","320599","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & BELL RD","ANTIOCH","TN","37013","8865","SOUTH","36.072","-86.636","POINT (-86.636 36.072)"
"20200627796","2020-10-02T14:58:00.000","2","1","0",,"false","887603","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 86 5 I 65","NASHVILLE","TN","37207","3006","NORTH","36.1946","-86.7762","POINT (-86.7762 36.1946)"
"20200627785","2020-10-02T11:30:00.000","1","0","0","true","true","409185","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","19","BUILDING","NOLENSVILLE PKE & BASS AV","NASHVILLE","TN","37211","8661","MIDTOW","36.0714","-86.7236","POINT (-86.7236 36.0714)"
"20200627783","2020-10-02T13:49:00.000","2","1","0",,"true","384402","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GRACE ST & DICKERSON PKE","NASHVILLE","TN","37207","1963","EAST","36.1832","-86.7739","POINT (-86.7739 36.1832)"
"20200627725","2020-10-02T12:42:00.000","2","0","0",,"true","476332","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & MILLWOOD DR","NASHVILLE","TN","37217","8815","HERMIT","36.1295","-86.7147","POINT (-86.7147 36.1295)"
"20200627723","2020-10-02T12:57:00.000","1","1","0","true","false","714641","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","18","OTHER OBJECT (NOT FIXED)","STILL SPRING HOLLOW DR & SPRING PL","NASHVILLE","TN","37221","4815","WEST","36.0827","-86.9239","POINT (-86.9239 36.0827)"
"20200627628","2020-10-02T12:56:00.000","2","1","0",,"false","630627","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","S GRAYCROFT AVE & CHADWELL DR","MADISON","TN","37115","1779","MADISO","36.2549","-86.7336","POINT (-86.7336 36.2549)"
"20200627595","2020-10-02T12:44:00.000","2","0","0",,"false","226622","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & HIGHWAY 70S","NASHVILLE","TN","37221","4901","WEST","36.0742","-86.9208","POINT (-86.9208 36.0742)"
"20200627475","2020-10-02T11:45:00.000","2","0","0",,"false","676834","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEAWOOD DR & HINKLE DR","NASHVILLE","TN","37218","3173","NORTH","36.1815","-86.8351","POINT (-86.8351 36.1815)"
"20200627437","2020-10-02T11:09:00.000","1","0","0","true","false","462474","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","29","LUMINAIRE/LIGHT SUPPORT","WEDGEWOOD AV & HILLSIDE AV","NASHVILLE","TN","37203","6915","MIDTOW","36.1347","-86.784","POINT (-86.784 36.1347)"
"20200627387","2020-10-02T10:02:00.000","2","0","0",,"false","110063","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 44 8 I 24","NASHVILLE","TN","37207","18041","EAST","36.2205","-86.7741","POINT (-86.7741 36.2205)"
"20200627379","2020-10-02T10:30:00.000","3","1","0",,"true","420035","4","ANGLE",,,"1","DAYLIGHT","12;55","MOTOR VEHICLE IN TRANSPORT;Motor Vehicle-In-Motion Outside Trafficw","GALLATIN PKES & MADISON SQ","MADISON","TN","37115","1623","MADISO","36.2541","-86.7161","POINT (-86.7161 36.2541)"
"20200627378","2020-10-02T10:30:00.000","1","0","0",,"false","4001097","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","7",,"MM 41 4 I 24","WHITES CREEK","TN","37189","20161","MADISO","36.2659","-86.7912","POINT (-86.7912 36.2659)"
"20200627362","2020-10-02T09:30:00.000","2","0","0",,"true","876573","4","ANGLE",,,"1","DAYLIGHT","14","PARKED MOTOR VEHICLE","3500 HAMILTON CHURCH RD","ANTIOCH","TN","37013","8977","SOUTH","36.0609","-86.6046","POINT (-86.6046 36.0609)"
"20200627361","2020-10-02T10:12:00.000","2","0","0",,"false","462474","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","TROUSDALE DR & HARDING PL","NASHVILLE","TN","37220","8601","MIDTOW","36.0811","-86.7584","POINT (-86.7584 36.0811)"
"20200627348","2020-10-02T10:05:00.000","1","1","0",,"false","352197","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","24","GUARDRAIL FACE","MM 39 6 I 24","WHITES CREEK","TN","37189","2210","MADISO","36.2887","-86.8093","POINT (-86.8093 36.2887)"
"20200627333","2020-10-02T09:38:00.000","2","0","0",,"false","476332","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 211 7 I 40","NASHVILLE","TN","37210","82042","HERMIT","36.1499","-86.7483","POINT (-86.7483 36.1499)"
"20200627284","2020-10-02T08:46:00.000","2","0","0",,"false","807341","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ELLINGTON PKWY S ENT RAMP & ELLINGTON PK","NASHVILLE","TN","37207","1855","EAST","36.2032","-86.7516","POINT (-86.7516 36.2032)"
"20200627208","2020-10-02T08:52:00.000","2","1","0",,"false","240983","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CONCORD HILLS DR & OAK KNOLL DR","ANTIOCH","TN","37013","8767","SOUTH","36.002","-86.6924","POINT (-86.6924 36.002)"
"20200627152","2020-10-02T08:07:00.000","1","0","0",,"false","716877","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","7",,"MM 58 4 I 24","ANTIOCH","TN","37013","8857","SOUTH","36.0537","-86.6728","POINT (-86.6728 36.0537)"
"20200627144","2020-10-02T07:35:00.000","2","1","0",,"false","4000888","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","JAMES ROBERTSON PKWY & N 1ST ST","NASHVILLE","TN","37213","1101","CENTRA","36.1701","-86.7728","POINT (-86.7728 36.1701)"
"20200627142","2020-10-02T07:40:00.000","2","0","0",,"false","507813","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 48 8 I 24","NASHVILLE","TN","37213","1104","CENTRA","36.1682","-86.7659","POINT (-86.7659 36.1682)"
"20200627115","2020-10-02T07:50:00.000","3","0","0",,"false","352212","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 58 5 I 24","ANTIOCH","TN","37013","87061","SOUTH","36.0527","-86.6719","POINT (-86.6719 36.0527)"
"20200627104","2020-10-02T07:43:00.000","2","0","0",,"false","462474","2","HEAD-ON",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","WEXFORD DOWNS LN & RAVENS GLEN","NASHVILLE","TN","37211","8651","MIDTOW","36.019","-86.7361","POINT (-86.7361 36.019)"
"20200627087","2020-10-02T07:33:00.000","2","0","0",,"false","240983","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & J J WATSON AV","NASHVILLE","TN","37211","8661","MIDTOW","36.0725","-86.7241","POINT (-86.7241 36.0725)"
"20200627080","2020-10-02T07:45:00.000","2","0","0",,"false","676834","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12;14","MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","RAWLINGS RD & US HWY 41 ALT","JOELTON","TN","37080","3329","NORTH","36.3116","-86.8827","POINT (-86.8827 36.3116)"
"20200626994","2020-10-02T06:02:00.000","2","1","0",,"false","109522","4","ANGLE","21","CLEAR","4","DAWN","12","MOTOR VEHICLE IN TRANSPORT","URBANDALE AV & BRILEY PKWYS","NASHVILLE","TN","37209","4637","WEST","36.1539","-86.8575","POINT (-86.8575 36.1539)"
"20200626671","2020-10-01T22:42:00.000","1","0","0",,"false","352199","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"2","DARK - NOT LIGHTED","50","DEER (ANIMAL)","CROSSINGS BLVD & CROSSINGS CIR","ANTIOCH","TN","37013","8863","SOUTH","36.0376","-86.6433","POINT (-86.6433 36.0376)"
"20200626574","2020-10-01T23:19:00.000","2","0","0",,"false","384443","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 48 1 I 24","NASHVILLE","TN","37207","1106","EAST","36.1742","-86.7706","POINT (-86.7706 36.1742)"
"20200626467","2020-10-01T22:00:00.000","2","0","0",,"false","352185","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","I40 W EXT RAMP & I 40","NASHVILLE","TN","37203","4119","CENTRA","36.1574","-86.79","POINT (-86.79 36.1574)"
"20200626360","2020-10-01T20:25:00.000","2","1","0",,"false","887603","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","FERN AV & BRICK CHURCH PKE","NASHVILLE","TN","37207","3003","NORTH","36.1956","-86.7764","POINT (-86.7764 36.1956)"
"20200626306","2020-10-01T20:00:00.000","2","0","0",,"false","279233","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","POWELL AV & POWELL PL","NASHVILLE","TN","37204","8527","MIDTOW","36.1065","-86.7646","POINT (-86.7646 36.1065)"
"20200626299","2020-10-01T19:40:00.000","2","1","0",,"true","4001146","11","Front to Rear",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","SHUTE LN & OLD HICKORY BLVD","OLD HICKORY","TN","37138","9713","HERMIT","36.2323","-86.6247","POINT (-86.6247 36.2323)"
"20200626274","2020-10-01T19:27:00.000","2","1","0",,"false","887603","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","DICKERSON PKE & DUKE ST","NASHVILLE","TN","37207","1833","EAST","36.2072","-86.768","POINT (-86.768 36.2072)"
"20200626273","2020-10-01T19:31:00.000","2","1","0",,"false","320603","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & FAIRLANE DR","NASHVILLE","TN","37211","8711","SOUTH","36.0645","-86.7172","POINT (-86.7172 36.0645)"
"20200626271","2020-10-01T19:20:00.000","2","0","0",,"false","4001450","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","14","PARKED MOTOR VEHICLE","MURFREESBORO PKE & THOMPSON PL","NASHVILLE","TN","37217","8879","SOUTH","36.1267","-86.7111","POINT (-86.7111 36.1267)"
"20200626223","2020-10-01T19:00:00.000","2","3","0","true","false","320581","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","15TH AVN & CASS ST","NASHVILLE","TN","37208","4491","NORTH","36.185","-86.8104","POINT (-86.8104 36.185)"
"20200626218","2020-10-01T18:56:00.000","1","2","0","true","false","184158","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","19","BUILDING","LELAND AV & GALLATIN PKE","NASHVILLE","TN","37216","1415","EAST","36.2039","-86.7383","POINT (-86.7383 36.2039)"
