"accident_number","date_and_time","number_of_motor_vehicles","number_of_injuries","number_of_fatalities","property_damage","hit_and_run","reporting_officer","collision_type","collision_type_description","weather","weather_description","illuaccidemination","illumination_description","harmfulcodes","harmfuldescriptions","street_address","city","state","zip","rpa","precinct","lat","long","mapped_location"
"20200623956","2020-09-30T15:06:00.000","2","0","0",,"false","200016","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & FOREST VIEW DR","ANTIOCH","TN","37013","8865","SOUTH","36.0674","-86.6313","POINT (-86.6313 36.0674)"
"20200623952","2020-09-30T16:15:00.000","2","0","0",,"false","279213","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","18TH AVE S & US HWY 431","NASHVILLE","TN","37203","5705","MIDTOW","36.1521","-86.7953","POINT (-86.7953 36.1521)"
"20200623927","2020-09-30T16:16:00.000","2","1","0",,"false","320585","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & FRIST BLVD","HERMITAGE","TN","37076","9561","HERMIT","36.1776","-86.6059","POINT (-86.6059 36.1776)"
"20200623889","2020-09-30T15:56:00.000","2","0","0",,"false","4001141","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & MILNER DR","NASHVILLE","TN","37211","8609","MIDTOW","36.0781","-86.7307","POINT (-86.7307 36.0781)"
"20200623854","2020-09-30T15:35:00.000","3","0","0",,"false","384397","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 59 3 I 24","ANTIOCH","TN","37013","87061","SOUTH","36.0459","-86.6601","POINT (-86.6601 36.0459)"
"20200623851","2020-09-30T00:00:00.000","2","0","0",,"false","320591","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & MOUNTAIN SPRINGS RD","ANTIOCH","TN","37013","8927","SOUTH","36.0478","-86.6121","POINT (-86.6121 36.0478)"
"20200623850","2020-09-30T15:26:00.000","6","0","0","true","false","320603","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 59 4 I 24","ANTIOCH","TN","37013","8808","SOUTH","36.0454","-86.659","POINT (-86.659 36.0454)"
"20200623829","2020-09-30T15:10:00.000","2","1","0",,"true","330411","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","2ND AVS & OLD RADNOR CAR LINE","NASHVILLE","TN","37210","8139","SOUTH","36.1409","-86.7616","POINT (-86.7616 36.1409)"
"20200623758","2020-09-30T14:00:00.000","1","0","0","true","true","4001094","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","34;40","DITCH;MAIL BOX","HIGHWAY 96 & LITTLE EAST FORK RD","NASHVILLE","TN","37221","4805","WEST","35.9994","-87.0192","POINT (-87.0192 35.9994)"
"20200623755","2020-09-30T14:47:00.000","2","0","0",,"true","390077","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 48 7 I 24","NASHVILLE","TN","37213","1104","CENTRA","36.1696","-86.7668","POINT (-86.7668 36.1696)"
"20200623749","2020-09-30T14:09:00.000","2","0","0",,"false","298867","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 89 7 I 65","NASHVILLE","TN","37207","2002","MADISO","36.2365","-86.7618","POINT (-86.7618 36.2365)"
"20200623704","2020-09-30T14:13:00.000","3","1","0",,"false","420059","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & CONCORD RD","NASHVILLE","TN","37211","8651","MIDTOW","36.0042","-86.6916","POINT (-86.6916 36.0042)"
"20200623667","2020-09-30T13:16:00.000","2","0","0",,"true","4001449","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BELL RD & CANE RIDGE RD","ANTIOCH","TN","37013","8751","SOUTH","36.0447","-86.6615","POINT (-86.6615 36.0447)"
"20200623628","2020-09-30T13:25:00.000","1","1","0",,"false","4000888","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","20;36","IMPACT ATTENUATOR;CONCRETE TRAFFIC BARRIER","I40 W EXT RAMP & DEMONBREUN ST","NASHVILLE","TN","37203","4015","CENTRA","36.1539","-86.7875","POINT (-86.7875 36.1539)"
"20200623549","2020-09-30T12:37:00.000","2","0","0",,"false","433550","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRICK CHURCH PKE & AUTUMN RIDGE DR","NASHVILLE","TN","37207","2103","MADISO","36.2837","-86.7852","POINT (-86.7852 36.2837)"
"20200623497","2020-09-30T11:55:00.000","2","1","0",,"false","414731","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BLUE HOLE RD & MILL CREEK BLUE HOLE GRNW","ANTIOCH","TN","37013","8859","SOUTH","36.0577","-86.6725","POINT (-86.6725 36.0577)"
"20200623453","2020-09-30T11:43:00.000","2","1","0",,"true","419997","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE AV & 23RD AVN","NASHVILLE","TN","37209","5339","NORTH","36.1558","-86.8097","POINT (-86.8097 36.1558)"
"20200623396","2020-09-30T10:59:00.000","2","1","0",,"false","384403","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & ZOO RD","NASHVILLE","TN","37211","8509","MIDTOW","36.0886","-86.732","POINT (-86.732 36.0886)"
"20200623297","2020-09-30T09:39:00.000","2","0","0",,"false","4001053","16","Rear to Side",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ROSEDALE CT & ROSEDALE AV","NASHVILLE","TN","37207","1873","EAST","36.1951","-86.7583","POINT (-86.7583 36.1951)"
"20200623248","2020-09-30T09:23:00.000","2","1","0",,"false","462474","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 77 6 I 65","NASHVILLE","TN","37220","86042","MIDTOW","36.0799","-86.7644","POINT (-86.7644 36.0799)"
"20200623244","2020-09-30T08:07:00.000","2","0","0",,"false","140790","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 212 3 I 40","NASHVILLE","TN","37210","8206","HERMIT","36.1447","-86.7399","POINT (-86.7399 36.1447)"
"20200623208","2020-09-30T08:43:00.000","2","0","0",,"false","462474","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","NOLENSVILLE PKE & BRENTWOOD EAST DR","ANTIOCH","TN","37013","8757","SOUTH","36.0438","-86.7131","POINT (-86.7131 36.0438)"
"20200623191","2020-09-30T08:40:00.000","2","0","0",,"true","225886","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & I40 W ENT RAMP","HERMITAGE","TN","37076","9557","HERMIT","36.1708","-86.6015","POINT (-86.6015 36.1708)"
"20200623190","2020-09-30T08:30:00.000","2","0","0",,"false","262749","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ROYAL PKWY & DONELSON PKE","NASHVILLE","TN","37214","9103","HERMIT","36.1463","-86.6689","POINT (-86.6689 36.1463)"
"20200623187","2020-09-30T08:50:00.000","2","0","0",,"false","226134","98","OTHER","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","JAMES ROBERTSON PKWY & INTERSTATE DR","NASHVILLE","TN","37213","1105","CENTRA","36.1714","-86.769","POINT (-86.769 36.1714)"
"20200623177","2020-09-30T08:22:00.000","2","0","0",,"false","755026","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & I24 E EXT RAMP","NASHVILLE","TN","37211","8707","SOUTH","36.0855","-86.7016","POINT (-86.7016 36.0855)"
"20200623157","2020-09-30T08:31:00.000","2","0","0",,"false","665896","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKE & DELMAS AV","NASHVILLE","TN","37216","1401","EAST","36.1992","-86.7409","POINT (-86.7409 36.1992)"
"20200623143","2020-09-30T08:00:00.000","1","0","0","true","false","676834","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","33","CURB","VISTA LN & CREEKBEND DR","NASHVILLE","TN","37207","3045","NORTH","36.2353","-86.7964","POINT (-86.7964 36.2353)"
"20200623130","2020-09-30T07:40:00.000","2","2","0",,"false","414731","2","HEAD-ON",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","UNA ANTIOCH PKE & BILLINGSGATE RD","ANTIOCH","TN","37013","8861","SOUTH","36.0752","-86.6623","POINT (-86.6623 36.0752)"
"20200623128","2020-09-30T08:11:00.000","2","0","0",,"false","223502","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I440 W ENT RAMP & I 440","NASHVILLE","TN","37210","81021","SOUTH","36.1259","-86.7322","POINT (-86.7322 36.1259)"
"20200623075","2020-09-30T07:41:00.000","2","0","0",,"false","140790","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","STEWARTS FERRY PKE & LEBANON PKE","NASHVILLE","TN","37214","9401","HERMIT","36.1684","-86.6569","POINT (-86.6569 36.1684)"
"20200623072","2020-09-30T07:33:00.000","2","0","0",,"false","414731","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO RD & MT VIEW RD","ANTIOCH","TN","37013","8869","SOUTH","36.0255","-86.5874","POINT (-86.5874 36.0255)"
"20200623048","2020-09-30T07:21:00.000","1","0","0",,"false","476332","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","33","CURB","MCGAVOCK PKE & MUSIC VALLEY DR","NASHVILLE","TN","37214","9213","HERMIT","36.217","-86.6951","POINT (-86.6951 36.217)"
"20200623016","2020-09-30T06:15:00.000","2","0","0",,"true","226092","5","SIDESWIPE - SAME DIRECTION",,,"4","DAWN","12","MOTOR VEHICLE IN TRANSPORT","I65 N ENT RAMP & I 65","NASHVILLE","TN","37207","1829","EAST","36.209","-86.7759","POINT (-86.7759 36.209)"
"20200622988","2020-09-30T06:15:00.000","2","0","0",,"false","676834","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","KINGS LN & BUENA VISTA PIKE","NASHVILLE","TN","37207","3025","NORTH","36.221","-86.8214","POINT (-86.8214 36.221)"
"20200622963","2020-09-30T05:56:00.000","2","1","0",,"false","320578","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BELL RD & HICKORY HIGHLANDS DR","ANTIOCH","TN","37013","8865","SOUTH","36.0606","-86.64","POINT (-86.64 36.0606)"
"20200622930","2020-09-30T05:16:00.000","1","1","0",,"false","4000973","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","30","UTILITY POLE","MERRITT ST & ROBINSON RD","OLD HICKORY","TN","37138","9611","HERMIT","36.2542","-86.6847","POINT (-86.6847 36.2542)"
"20200622842","2020-09-24T02:00:00.000","1","0","0",,"false","4000727","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","2","DARK - NOT LIGHTED","7",,"CROSS TIMBERS DR & CARRIAGE DR","NASHVILLE","TN","37221","4815","WEST","36.0794","-86.9359","POINT (-86.9359 36.0794)"
"20200622586","2020-09-29T23:30:00.000","1","0","0","true","true","4000727","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","18","OTHER OBJECT (NOT FIXED)","RIVER RD & RIVER RD PVTDR","NASHVILLE","TN","37209","4701","WEST","36.1301","-86.9135","POINT (-86.9135 36.1301)"
"20200622491","2020-09-29T22:45:00.000","2","3","0","true","false","299274","11","Front to Rear",,,"3","DARK - LIGHTED","1;12;24","MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE","LEBANON PKE & JACKSON DOWNS BLVD","NASHVILLE","TN","37214","9403","HERMIT","36.1854","-86.6362","POINT (-86.6362 36.1854)"
"20200622428","2020-09-29T21:57:00.000","2","0","0",,"false","320603",,,,,,,"12","MOTOR VEHICLE IN TRANSPORT","HARDING PL & NOLENSVILLE PKE","NASHVILLE","TN","37211","8501","MIDTOW","36.0795","-86.7268","POINT (-86.7268 36.0795)"
"20200622288","2020-09-29T20:18:00.000","2","0","0",,"false","311344","5","SIDESWIPE - SAME DIRECTION",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","LEWIS ST & WINFREY ST","NASHVILLE","TN","37210","8209","HERMIT","36.1481","-86.7585","POINT (-86.7585 36.1481)"
"20200622193","2020-09-29T19:33:00.000","2","1","0",,"false","4000975","5","SIDESWIPE - SAME DIRECTION",,,"2","DARK - NOT LIGHTED","12;2","MOTOR VEHICLE IN TRANSPORT","MM 41 1 I 24","WHITES CREEK","TN","37189","20161","MADISO","36.2707","-86.7938","POINT (-86.7938 36.2707)"
"20200622126","2020-09-29T18:20:00.000","2","0","0",,"false","352209","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MAIN ST & JAMES ROBERTSON PKWY","NASHVILLE","TN","37213","1991","CENTRA","36.1696","-86.7744","POINT (-86.7744 36.1696)"
"20200622081","2020-09-29T18:23:00.000","2","0","0",,"true","409215","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 85 0 I 65","NASHVILLE","TN","37208","43021","NORTH","36.1799","-86.8005","POINT (-86.8005 36.1799)"
"20200622072","2020-09-29T17:46:00.000","2","0","0",,"false","184870","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ALBION ST & 44TH AVN","NASHVILLE","TN","37209","4511","WEST","36.1612","-86.8403","POINT (-86.8403 36.1612)"
"20200622053","2020-09-29T18:00:00.000","2","0","0",,"false","311328","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","EXIT 209 & US HWY 70","NASHVILLE","TN","37203","5425","NORTH","36.1609","-86.7937","POINT (-86.7937 36.1609)"
"20200622044","2020-09-29T17:42:00.000","2","0","0",,"false","409206","2","HEAD-ON",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVDW & DICKERSON PKE","MADISON","TN","37115","2039","MADISO","36.2692","-86.7556","POINT (-86.7556 36.2692)"
"20200621983","2020-09-29T17:30:00.000","2","0","0",,"false","384421","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I24 E EXT RAMP & OLD HICKORY BLVD","WHITES CREEK","TN","37189","3301","NORTH","36.2769","-86.8011","POINT (-86.8011 36.2769)"
"20200621969","2020-09-29T17:26:00.000","2","1","0",,"false","391683","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","W TRINITY LN & BRICK CHURCH PKE","NASHVILLE","TN","37207","3003","NORTH","36.2066","-86.7779","POINT (-86.7779 36.2066)"
"20200621965","2020-09-29T15:35:00.000","2","0","0",,"false","4001141","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OVERTON LN & FRANKLIN PKE","NASHVILLE","TN","37220","7109","MIDTOW","36.072","-86.7741","POINT (-86.7741 36.072)"
"20200621961","2020-09-29T17:18:00.000","2","2","0",,"false","330435","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HAMILTON CHURCH RD & OWENDALE DR","ANTIOCH","TN","37013","8927","SOUTH","36.0648","-86.6221","POINT (-86.6221 36.0648)"
"20200621944","2020-09-29T16:32:00.000","2","0","0",,"false","409196","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I40 W EXT RAMP & I 40","NASHVILLE","TN","37203","4119","CENTRA","36.1574","-86.79","POINT (-86.79 36.1574)"
"20200621941","2020-09-29T17:05:00.000","1","0","0",,"false","887603","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","24","GUARDRAIL FACE","BRILEY PKWY E EXT RAMP & BRILEY PKWYE","NASHVILLE","TN","37207","3025","NORTH","36.2331","-86.8211","POINT (-86.8211 36.2331)"
"20200621907","2020-09-29T16:29:00.000","2","0","0",,"false","330415","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","0 I 40","NASHVILLE","TN","37210","9002","HERMIT","36.1532","-86.7556","POINT (-86.7556 36.1532)"
"20200621855","2020-09-29T16:19:00.000","2","2","0",,"false","690942","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BROADWAY & 14TH AVS","NASHVILLE","TN","37203","5701","MIDTOW","36.1557","-86.7897","POINT (-86.7897 36.1557)"
"20200621781","2020-09-29T14:55:00.000","3","0","0",,"true","409210","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ROSA L PARKS BLVD & DOMINICAN DR","NASHVILLE","TN","37208","4403","NORTH","36.1879","-86.7985","POINT (-86.7985 36.1879)"
"20200621771","2020-09-29T15:40:00.000","2","3","0",,"false","320603","2","HEAD-ON",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & HAMILTON CHURCH RD","ANTIOCH","TN","37013","8865","SOUTH","36.0649","-86.6286","POINT (-86.6286 36.0649)"
"20200621741","2020-09-29T14:24:00.000","2","0","0",,"false","420059","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRENTWOOD SQ & EDMONDSON PKE","NASHVILLE","TN","37220","8615","MIDTOW","36.0423","-86.744","POINT (-86.744 36.0423)"
"20200621659","2020-09-29T14:27:00.000","2","0","0",,"false","409154","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","STRAIGHTWAY AV & GALLATIN AV","NASHVILLE","TN","37206","1895","EAST","36.1936","-86.7439","POINT (-86.7439 36.1936)"
"20200621620","2020-09-29T14:32:00.000","1","0","0",,"false","299249","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","72","EMBANKMENT ROCK/STONE/CONCRETE","MM 212 8 I 40","NASHVILLE","TN","37210","90040","HERMIT","36.1425","-86.7353","POINT (-86.7353 36.1425)"
"20200621604","2020-09-29T14:16:00.000","1","0","0",,"false","299249","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","30","UTILITY POLE","BRILEY PKWYS & MCDONALD DR","NASHVILLE","TN","37217","8896","SOUTH","36.1157","-86.705","POINT (-86.705 36.1157)"
"20200621589","2020-09-29T14:06:00.000","2","2","0",,"false","462474","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & HEALTH PARK DR","BRENTWOOD","TN","37027","8623","MIDTOW","36.0408","-86.7735","POINT (-86.7735 36.0408)"
"20200621559","2020-09-29T13:47:00.000","2","0","0",,"false","4001097","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","RIVERGATE PKWY & I65 N ENT RAMP","GOODLETTSVILLE","TN","37072","1723","MADISO","36.3077","-86.7039","POINT (-86.7039 36.3077)"
"20200621545","2020-09-29T13:30:00.000","2","0","0",,"true","665896","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKE & ARDEE AV","NASHVILLE","TN","37216","1425","EAST","36.2196","-86.7274","POINT (-86.7274 36.2196)"
"20200621415","2020-09-28T16:51:00.000","2","0","0",,"true","256386","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & SEVEN SPRINGS WAY PVT","BRENTWOOD","TN","37027","8623","MIDTOW","36.0406","-86.7711","POINT (-86.7711 36.0406)"
"20200621412","2020-09-29T12:26:00.000","1","0","0",,"false","109530","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"1","DAYLIGHT","18","OTHER OBJECT (NOT FIXED)","MM 90 3 I 65","MADISON","TN","37115","20044","MADISO","36.2409","-86.7515","POINT (-86.7515 36.2409)"
"20200621334","2020-09-29T11:49:00.000","2","0","0",,"false","462474","3","REAR-TO-REAR",,,"1","DAYLIGHT","55","Motor Vehicle-In-Motion Outside Trafficw","MCMILLIN ST & CHARLOTTE AV","NASHVILLE","TN","37203","5425","NORTH","36.1597","-86.7962","POINT (-86.7962 36.1597)"
"20200621217","2020-09-29T10:30:00.000","2","0","0",,"false","676834","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CLAY ST & 16TH AVE N","NASHVILLE","TN","37208","4413","NORTH","36.1829","-86.8112","POINT (-86.8112 36.1829)"
"20200621152","2020-09-29T10:30:00.000","2","1","0","true","true","240982","4","ANGLE",,,"1","DAYLIGHT","12;39;40","MOTOR VEHICLE IN TRANSPORT;WALL;MAIL BOX","E OLD HICKORY BLVD & FOREST PARK RD","MADISON","TN","37115","1627","MADISO","36.2629","-86.7034","POINT (-86.7034 36.2629)"
"20200621042","2020-09-29T08:00:00.000","2","0","0",,"true","226134","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 85 5 I 65","NASHVILLE","TN","37208","4304","CENTRA","36.1888","-86.793","POINT (-86.793 36.1888)"
"20200621014","2020-09-29T08:51:00.000","2","0","0",,"false","544481","5","SIDESWIPE - SAME DIRECTION","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 48 3 I 24","NASHVILLE","TN","37213","11080","CENTRA","36.1722","-86.7689","POINT (-86.7689 36.1722)"
"20200621005","2020-09-29T08:00:00.000","2","0","0",,"false","4001378","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HERMITAGE AV & ROLLING MILL HILL GRNWY","NASHVILLE","TN","37210","4029","CENTRA","36.1552","-86.7648","POINT (-86.7648 36.1552)"
"20200620745","2020-09-29T06:05:00.000","1","1","0",,"true","352184","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","4","DAWN","8","PEDESTRIAN","BRILEY PKWYN & EAST THOMPSON LN","NASHVILLE","TN","37211","8423","SOUTH","36.1095","-86.7281","POINT (-86.7281 36.1095)"
"20200620715","2020-09-29T05:45:00.000","1","1","0",,"false","299248","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","8","PEDESTRIAN","TUSCULUM RD & BREWER DR","NASHVILLE","TN","37211","8715","SOUTH","36.0577","-86.702","POINT (-86.702 36.0577)"
"20200620126","2020-09-28T22:00:00.000","3","1","0",,"false","384414","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MYATT DR & GALLATIN PKEN","MADISON","TN","37115","1731","MADISO","36.2967","-86.699","POINT (-86.699 36.2967)"
"20200620082","2020-09-28T19:57:00.000","2","0","0",,"false","311325","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","24TH AVE N & ELLISTON PL","NASHVILLE","TN","37203","5615","MIDTOW","36.1487","-86.807","POINT (-86.807 36.1487)"
"20200620003","2020-09-28T20:21:00.000","1","0","0",,"false","352215","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","24","GUARDRAIL FACE","ELM HILL PKE & NELSON PL","NASHVILLE","TN","37214","9105","HERMIT","36.1493","-86.6678","POINT (-86.6678 36.1493)"
"20200619998","2020-09-28T19:56:00.000","2","0","0",,"false","311344","4","ANGLE",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","FESSLERS LN & RUNDLE AV","NASHVILLE","TN","37210","8215","HERMIT","36.1467","-86.7438","POINT (-86.7438 36.1467)"
"20200619858","2020-09-28T19:04:00.000","1","0","0","true","false","256426","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","30;33","UTILITY POLE;CURB","US HWY 431 & SWEETBRIAR AVE","NASHVILLE","TN","37212","6509","MIDTOW","36.1259","-86.805","POINT (-86.805 36.1259)"
"20200619853","2020-09-28T19:16:00.000","2","0","0",,"false","409154","5","SIDESWIPE - SAME DIRECTION",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKE & GALLATIN PKE SB EXT RAMP","NASHVILLE","TN","37216","1503","EAST","36.2336","-86.7248","POINT (-86.7248 36.2336)"
"20200619834","2020-09-28T19:00:00.000","2","0","0",,"false","311332","5","SIDESWIPE - SAME DIRECTION",,,"3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 46 7 I 24","NASHVILLE","TN","37207","19060","EAST","36.1922","-86.7755","POINT (-86.7755 36.1922)"
"20200619774","2020-09-28T17:16:00.000","2","0","0",,"false","384421","5","SIDESWIPE - SAME DIRECTION",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & BELL RD","ANTIOCH","TN","37013","8861","SOUTH","36.072","-86.636","POINT (-86.636 36.072)"
"20200619727","2020-09-28T17:53:00.000","2","0","0",,"false","197068","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","4TH AVS & ELM ST","NASHVILLE","TN","37210","4005","CENTRA","36.1533","-86.7722","POINT (-86.7722 36.1533)"
"20200619665","2020-09-28T16:58:00.000","2","0","0",,"false","330428","11","Front to Rear",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ANTIOCH PKE & HARDING PL","NASHVILLE","TN","37211","8847","SOUTH","36.0874","-86.6922","POINT (-86.6922 36.0874)"
"20200619660","2020-09-28T16:31:00.000","2","0","0",,"false","409214","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & DONELSON PKE","NASHVILLE","TN","37217","8841","SOUTH","36.1062","-86.6731","POINT (-86.6731 36.1062)"
"20200619658","2020-09-28T16:35:00.000","2","0","0",,"false","311339","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ANDREW JACKSON PKWY & JACKSON PASS","HERMITAGE","TN","37076","9561","HERMIT","36.1873","-86.6083","POINT (-86.6083 36.1873)"
